NOME DO MUNICÍPIO, POPULAÇÃO ESTIMADA
Limeira,300.728
Lindóia,7.147
Lins,76.729
Lorena,87.370
Lourdes,1.968
Louveira,54.111
Lucélia,20.372
Lucianópolis,2.419
Luís Antônio,12.531
Luiziânia,4.751
Lupércio,4.017
Lutécia,2.699
Macatuba,17.120
Macaubal,7.587
Macedônia,4.048
Magda,3.212
Mairinque,51.660
Mairiporã,97.399
Manduri,10.092
Marabá Paulista,4.627
Maracaí,12.826
Marapoama,3.392
Mariápolis,3.539
Marília,246.627
Marinópolis,1.870
Martinópolis,25.299
Matão,80.998
Mauá,429.380
Mendonça,6.369
Meridiano,4.697
Mesópolis,1.988
Miguelópolis,19.655
Mineiros do Tietê,11.349
Miracatu,18.679
Mira Estrela,3.199
Mirandópolis,28.737
Mirante do Paranapanema,16.069
Mirassol,65.485
Mirassolândia,4.771
Mococa,69.324
Mogi das Cruzes,468.120
Mogi Guaçu,159.735
Mogi Mirim,95.534
Mombuca,3.815
Monções,1.954
Mongaguá,64.519
Monte Alegre do Sul,8.873
Monte Alto,48.725
Monte Aprazível,22.650
Monte Azul Paulista,18.363
Monte Castelo,4.301
Monteiro Lobato,4.205
Monte Mor,67.296
Morro Agudo,28.561
Morungaba,14.081
Motuca,4.079
Murutinga do Sul,3.763
Nantes,2.699
Narandiba,5.908
Natividade da Serra,7.134
Nazaré Paulista,18.620
Neves Paulista,9.921
Nhandeara,9.944
Nipoã,4.860
Nova Aliança,6.858
Nova Campina,8.631
Nova Canaã Paulista,2.058
Nova Castilho,1.074
Nova Europa,9.459
Nova Granada,19.725
Nova Guataporanga,2.188
Nova Independência,4.795
Novais,4.469
Nova Luzitânia,2.838
Nova Odessa,64.228
Novo Horizonte,39.435
Nuporanga,7.550
Ocauçu,4.412
Óleo,2.540
Olímpia,56.701
Onda Verde,4.912
Oriente,6.180
Orindiúva,6.145
Orlândia,39.193
Osasco,756.952
Oscar Bressane,2.504
Osvaldo Cruz,32.099
Ourinhos,106.877
Ouroeste,10.596
Ouro Verde,7.901
Pacaembu,15.217
Palestina,11.689
Palmares Paulista,9.709
Palmeira d'Oeste,8.994
Palmital,19.767
Panorama,15.214
Paraguaçu Paulista,42.087
Paraibuna,17.950
Paraíso,6.211
Paranapanema,19.799
Paranapuã,4.111
Parapuã,10.729
Pardinho,7.382
Pariquera-Açu,19.576
Parisi,3.001
Patrocínio Paulista,14.837
Paulicéia,8.200
Paulínia,115.690
Paulistânia,2.146
Paulo de Faria,7.430
Pederneiras,46.223
Pedra Bela,6.718
Pedranópolis,2.848
Pedregulho,15.742
Pedreira,44.332
Pedrinhas Paulista,2.838
Pedro de Toledo,11.539
Penápolis,63.317
Pereira Barreto,24.389
Pereiras,8.969
Peruíbe,70.543
Piacatu,5.623
Piedade,54.237
Pilar do Sul,28.417
Pindamonhangaba,172.027
Pindorama,14.721
Pinhalzinho,15.605
Piquerobi,3.296
Piquete,12.570
Piracaia,26.764
Piracicaba,438.827
Piraju,30.261
Pirajuí,22.743
Pirangi,11.076
Pirapora do Bom Jesus,18.836
Pirapozinho,26.065
Pirassununga,75.475
Piratininga,15.554
Pitangueiras,34.416
Planalto,4.454
Platina,3.061
Poá,106.431
Poloni,5.696
Pompéia,20.512
Pongaí,3.443
Pontal,38.376
Pontalinda,4.196
Pontes Gestal,2.415
Populina,4.185
Porangaba,10.773
Porto Feliz,58.345
Porto Ferreira,53.940
Potim,20.767
Potirendaba,18.994
Pracinha,2.599
Pradópolis,17.309
Praia Grande,365.577
Pratânia,5.246
Presidente Alves,3.841
Presidente Bernardes,14.772
Presidente Epitácio,40.383
Presidente Prudente,234.083
Presidente Venceslau,35.902
Promissão,35.991
Quadra,3.472
Quatá,13.399
Queiroz,3.351
Queluz,9.146
Quintana,7.225
Rafard,9.133
Rancharia,29.305
Redenção da Serra,4.611
Regente Feijó,20.565
Reginópolis,7.808
Registro,61.732
Restinga,6.492
Ribeira,3.166
Ribeirão Bonito,11.079
Ribeirão Branco,18.930
Ribeirão Corrente,4.706
Ribeirão do Sul,4.768
Ribeirão dos Índios,2.045
Ribeirão Grande,7.570
Ribeirão Pires,118.877
Ribeirão Preto,728.400
Riversul,5.647
Rifaina,4.158
Rincão,9.145
Rinópolis,9.357
Rio Claro,208.857
Rio das Pedras,32.267
Rio Grande da Serra,45.317
Riolândia,10.453
Rosana,17.533
Roseira,11.095
Rubiácea,2.741
Rubinéia,3.965
Sabino,5.185
Sagres,2.519
Sales,6.612
Sales Oliveira,11.654
Salesópolis,15.396
Salmourão,4.883
Saltinho,8.371
Salto,140.125
Salto de Pirapora,45.138
Salto Grande,9.212
Sandovalina,3.699
Santa Adélia,14.203
Santa Albertina,6.543
Santa Bárbara d'Oeste,189.338
Santa Branca,14.212
Santa Clara d'Oeste,2.677
Santa Cruz da Conceição,4.365
Santa Cruz da Esperança,2.162
Santa Cruz das Palmeiras,29.525
Santa Cruz do Rio Pardo,47.677
Santa Ernestina,6.256
Santa Fé do Sul,36.098
Santa Gertrudes,24.107
Santa Isabel,54.586
Santa Lúcia,7.181
Santa Maria da Serra,5.314
Santa Mercedes,3.012
Santana da Ponte Pensa,1.698
Santana de Parnaíba,162.341
Santa Rita d'Oeste,2.790
Santa Rita do Passa Quatro,25.060
Santa Rosa de Viterbo,23.725
Santa Salete,1.686
Santo Anastácio,18.045
Santo André,778.711
Santo Antônio da Alegria,6.917
Santo Antônio de Posse,23.779
Santo Antônio do Aracanguá,8.568
Santo Antônio do Jardim,6.237
Santo Antônio do Pinhal,7.294
Santo Expedito,3.063
Santópolis do Aguapeí,3.933
Santos,429.567
São Bento do Sapucaí,11.948
São Bernardo do Campo,840.499
São Caetano do Sul,172.109
São Carlos,265.294
São Francisco,2.629
São João da Boa Vista,95.762
São João das Duas Pontes,2.622
São João de Iracema,1.880
São João do Pau d'Alho,2.288
São Joaquim da Barra,49.815
São José da Bela Vista,7.690
São José do Barreiro,3.898
São José do Rio Pardo,53.416
São José do Rio Preto,501.597
São José dos Campos,724.756
São Lourenço da Serra,16.458
São Luiz do Paraitinga,10.497
São Manuel,38.166
São Miguel Arcanjo,32.904
São Paulo,11.895.578
São Pedro,39.725
São Pedro do Turvo,7.333
São Roque,81.342
São Sebastião,84.019
São Sebastião da Grama,10.484
São Simão,13.590
São Vicente,338.407
Sarapuí,10.632
Sarutaiá,3.769
Sebastianópolis do Sul,3.187
Serra Azul,13.058
Serrana,45.408
Serra Negra,30.920
Sertãozinho,131.600
Sete Barras,12.912
Severínia,14.724
Silveiras,6.313
Socorro,41.405
Sorocaba,757.459
Sud Mennucci,7.466
Sumaré,289.787
Suzano,318.765
Suzanápolis,3.464
Tabapuã,11.499
Tabatinga,14.994
Taboão da Serra,284.274
Taciba,6.399
Taguaí,13.006
Taiaçu,5.751
Taiúva,6.733
Tambaú,21.682
Tanabi,26.021
Tapiraí,8.122
Tapiratiba,11.936
Taquaral,2.652
Taquaritinga,53.322
Taquarituba,24.863
Taquarivaí,7.112
Tarabai,6.635
Tarumã,15.248
Tatuí,128.560
Taubaté,321.298
Tejupá,4.142
Teodoro Sampaio,22.559
Terra Roxa,7.985
Tietê,38.690
Timburi,2.490
Torre de Pedra,2.063
Torrinha,9.484
Trabiju,1.719
Tremembé,53.083
Três Fronteiras,7.013
Tuiuti,6.947
Tupã,65.416
Tupi Paulista,16.206
Turiúba,1.839
Turmalina,1.672
Ubarana,5.456
Ubatuba,96.598
Ubirajara,5.265
Uchoa,10.627
União Paulista,1.628
Urânia,8.973
Uru,1.419
Urupês,14.038
Valentim Gentil,14.531
Valinhos,131.277
Valparaíso,24.723
Vargem,10.805
Vargem Grande do Sul,41.226
Vargem Grande Paulista,52.103
Várzea Paulista,119.576
Vera Cruz,10.294
Vinhedo,79.235
Viradouro,17.681
Vista Alegre do Alto,8.327
Vitória Brasil,1.826
Votorantim,132.849
Votuporanga,100.159
Zacarias,2.761
Chavantes,12.411
Estiva Gerbi,11.566
Abatiá,7.271
Adrianópolis,6.327
Agudos do Sul,10.646
Almirante Tamandaré,124.788
Altamira do Paraná,3.543
Altônia,18.750
Alto Paraná,14.138
Alto Piquiri,9.802
Alvorada do Sul,10.478
Amaporã,4.736
Ampére,20.199
Anahy,2.965
Andirá,20.044
Ângulo,3.332
Antonina,18.223
Antônio Olinto,7.071
Apucarana,134.306
Arapongas,123.863
Arapoti,26.310
Arapuã,3.573
Araruna,14.824
Araucária,160.038
Ariranha do Ivaí,2.351
Assaí,13.643
Assis Chateaubriand,38.105
Astorga,26.145
Atalaia,4.045
Balsa Nova,13.871
Bandeirantes,31.807
Barbosa Ferraz,10.692
Barracão,9.900
Barra do Jacaré,2.866
Bela Vista da Caroba,4.100
Bela Vista do Paraíso,14.998
Bituruna,15.689
Boa Esperança,4.622
Boa Esperança do Iguaçu,2.448
Boa Ventura de São Roque,6.244
Boa Vista da Aparecida,8.034
Bocaiúva do Sul,13.804
Bom Jesus do Sul,4.061
Bom Sucesso,6.677
Bom Sucesso do Sul,3.234
Borrazópolis,7.824
Braganey,4.802
Brasilândia do Sul,3.828
Cafeara,2.655
Cafelândia,19.844
Cafezal do Sul,4.561
Califórnia,8.921
Cambará,23.430
Cambé,111.009
Cambira,9.899
Campina da Lagoa,15.979
Campina do Simão,3.973
Campina Grande do Sul,49.971
Campo Bonito,4.032
Campo do Tenente,7.666
Campo Largo,142.695
Campo Magro,31.555
Campo Mourão,103.340
Cândido de Abreu,15.255
Candói,15.174
Cantagalo,10.799
Capanema,21.022
Capitão Leônidas Marques,14.796
Carambeí,24.159
Carlópolis,17.567
Cascavel,364.104
Castro,75.291
Catanduvas,10.627
Centenário do Sul,10.936
Cerro Azul,16.240
Céu Azul,11.251
Chopinzinho,21.559
Cianorte,82.359
Cidade Gaúcha,11.684
Clevelândia,14.975
Colombo,240.720
Colorado,23.278
Congonhinhas,8.442
Conselheiro Mairinck,3.486
Contenda,19.827
Corbélia,17.862
Cornélio Procópio,45.830
Coronel Domingos Soares,5.516
Coronel Vivida,23.859
Corumbataí do Sul,3.780
Cruzeiro do Iguaçu,4.171
Cruzeiro do Oeste,24.622
Cruzeiro do Sul,4.547
Cruz Machado,15.910
Cruzmaltina,2.896
Curitiba,1.829.225
Curiúva,13.802
Diamante do Norte,5.164
Diamante do Sul,3.170
Diamante D'Oeste,4.557
Dois Vizinhos,47.014
Douradina,9.525
Doutor Camargo,6.484
Enéas Marques,6.070
Engenheiro Beltrão,12.431
Esperança Nova,1.858
Entre Rios do Oeste,4.729
Espigão Alto do Iguaçu,4.881
Farol,3.023
Faxinal,16.618
Fazenda Rio Grande,161.506
Fênix,4.512
Fernandes Pinheiro,6.387
Figueira,8.144
Floraí,4.825
Flor da Serra do Sul,4.367
Floresta,11.226
Florestópolis,11.639
Flórida,2.704
Formosa do Oeste,7.756
Foz do Iguaçu,295.500
Francisco Alves,8.464
Francisco Beltrão,101.302
Foz do Jordão,4.925
General Carneiro,10.861
Godoy Moreira,2.970
Goioerê,28.970
Goioxim,6.531
Grandes Rios,5.586
Guaíra,32.966
Guairaçá,6.733
Guamiranga,7.961
Guapirama,4.792
Guaporema,2.217
Guaraci,4.762
Guaraniaçu,13.814
Guarapuava,188.710
Guaraqueçaba,7.474
Guaratuba,44.323
Honório Serpa,4.872
Ibaiti,29.440
Ibema,6.327
Ibiporã,53.054
Icaraíma,9.139
Iguaraçu,5.599
Iguatu,2.162
Imbaú,14.815
Imbituva,30.757
Inácio Martins,9.633
Inajá,2.510
Indianópolis,4.531
Ipiranga,14.338
Iporã,16.062
Iracema do Oeste,2.344
Irati,60.796
Iretama,10.843
Itaguajé,4.532
Itaipulândia,11.984
Itambaracá,5.874
Itambé,6.215
Itapejara d'Oeste,12.766
Itaperuçu,32.890
Itaúna do Sul,3.620
Ivaí,13.473
Ivaiporã,33.529
Ivaté,6.833
Ivatuba,2.705
Jaboti,5.576
Jacarezinho,41.400
Jaguapitã,15.719
Jaguariaíva,36.231
Jandaia do Sul,21.851
Janiópolis,5.835
Japira,5.060
Japurá,9.354
Jardim Alegre,12.130
Jardim Olinda,1.353
Jataizinho,11.971
Jesuítas,10.860
Joaquim Távora,12.280
Jundiaí do Sul,3.366
Juranda,7.898
Jussara,6.795
Kaloré,4.657
Lapa,45.857
Laranjal,5.575
Laranjeiras do Sul,33.103
Leópolis,3.751
Lidianópolis,3.989
Lindoeste,5.226
Loanda,23.813
Lobato,4.693
Londrina,577.318
Luiziana,6.696
Lunardelli,4.902
Lupionópolis,4.911
Mallet,13.655
Mamborê,13.572
Mandaguaçu,33.752
Mandaguari,38.050
Mandirituba,28.761
Manfrinópolis,2.761
Mangueirinha,16.764
Manoel Ribas,14.576
Marechal Cândido Rondon,58.140
Maria Helena,5.935
Marialva,44.098
Marilândia do Sul,8.774
Marilena,7.409
Mariluz,9.934
Maringá,425.983
Mariópolis,6.475
Maripá,6.767
Marmeleiro,16.386
Marquinho,4.521
Marumbi,4.778
Matelândia,19.022
Matinhos,41.416
Mato Rico,3.237
Mauá da Serra,9.628
Medianeira,57.120
Mercedes,6.136
Mirador,2.258
Miraselva,2.008
Missal,11.301
Moreira Sales,11.137
Morretes,18.908
Munhoz de Melo,4.045
Nossa Senhora das Graças,3.685
Nova Aliança do Ivaí,1.327
Nova América da Colina,3.299
Nova Aurora,14.219
Nova Cantu,6.799
Nova Esperança,27.142
Nova Esperança do Sudoeste,5.744
Nova Fátima,7.201
Nova Laranjeiras,12.287
Nova Londrina,13.085
Nova Olímpia,5.960
Nova Santa Bárbara,4.280
Nova Santa Rosa,8.535
Nova Prata do Iguaçu,13.196
Nova Tebas,6.870
Novo Itacolomi,3.210
Ortigueira,24.627
Ourizona,3.206
Ouro Verde do Oeste,7.031
Paiçandu,48.207
Palmas,49.891
Palmeira,34.806
Palmital,12.967
Palotina,36.623
Paraíso do Norte,13.634
Paranacity,9.597
Paranaguá,149.819
Paranapoema,2.378
Paranavaí,95.525
Pato Bragado,5.939
Pato Branco,96.602
Paula Freitas,5.778
Paulo Frontin,6.369
Peabiru,13.496
Perobal,7.496
Pérola,12.275
Pérola d'Oeste,6.235
Piên,14.179
Pinhais,131.199
Pinhalão,6.707
Pinhal de São Bento,2.819
Pinhão,30.472
Piraí do Sul,24.000
Piraquara,124.934
Pitanga,34.513
Pitangueiras,3.121
Planaltina do Paraná,4.123
Planalto,14.663
Ponta Grossa,372.562
Pontal do Paraná,32.426
Porecatu,11.438
Porto Amazonas,4.099
Porto Barreiro,3.078
Porto Rico,3.316
Porto Vitória,3.549
Prado Ferreira,3.799
Pranchita,5.833
Presidente Castelo Branco,4.336
Primeiro de Maio,10.121
Prudentópolis,50.428
Quarto Centenário,4.170
Quatiguá,8.357
Quatro Barras,25.109
Quatro Pontes,4.636
Quedas do Iguaçu,31.405
Querência do Norte,10.693
Quinta do Sol,5.060
Quitandinha,18.823
Ramilândia,4.293
Rancho Alegre,3.501
Rancho Alegre D'Oeste,2.638
Realeza,19.903
Rebouças,14.754
Renascença,6.946
Reserva,24.851
Reserva do Iguaçu,6.543
Ribeirão Claro,12.770
Ribeirão do Pinhal,13.180
Rio Azul,14.214
Rio Bom,3.223
Rio Bonito do Iguaçu,14.234
Rio Branco do Ivaí,3.850
Rio Branco do Sul,39.307
Rio Negro,31.992
Rolândia,74.935
Roncador,11.371
Rondon,9.240
Rosário do Ivaí,5.491
Sabáudia,9.320
Salgado Filho,4.097
Salto do Itararé,5.267
Salto do Lontra,15.636
Santa Amélia,3.386
Santa Cecília do Pavão,3.375
Santa Cruz de Monte Castelo,8.806
Santa Fé,11.669
Santa Helena,26.341
Santa Inês,1.760
Santa Isabel do Ivaí,9.059
Santa Izabel do Oeste,14.385
Santa Lúcia,3.657
Santa Maria do Oeste,9.985
Santa Mariana,11.034
Santa Mônica,3.373
Santana do Itararé,5.628
Santa Tereza do Oeste,13.749
Santa Terezinha de Itaipu,25.055
Santo Antônio da Platina,45.534
Santo Antônio do Caiuá,2.496
Santo Antônio do Paraíso,2.116
Santo Antônio do Sudoeste,24.644
Santo Inácio,6.397
São Carlos do Ivaí,6.712
São Jerônimo da Serra,10.913
São João,12.230
São João do Caiuá,5.620
São João do Ivaí,10.700
São João do Triunfo,13.923
São Jorge d'Oeste,9.550
São Jorge do Ivaí,5.193
São Jorge do Patrocínio,6.659
São José da Boa Vista,6.060
São José das Palmeiras,4.030
São José dos Pinhais,345.644
São Manoel do Paraná,2.173
São Mateus do Sul,43.413
São Miguel do Iguaçu,30.198
São Pedro do Iguaçu,5.769
São Pedro do Ivaí,8.611
São Pedro do Paraná,2.722
São Sebastião da Amoreira,8.100
São Tomé,5.290
Sapopema,6.784
Sarandi,125.785
Saudade do Iguaçu,6.342
Sengés,17.344
Serranópolis do Iguaçu,5.138
Sertaneja,5.667
Sertanópolis,16.183
Siqueira Campos,23.712
Sulina,3.495
Tamarana,10.645
Tamboara,4.979
Tapejara,16.255
Tapira,5.813
Teixeira Soares,9.581
Telêmaco Borba,77.182
Terra Boa,18.048
Terra Rica,14.989
Terra Roxa,18.548
Tibagi,20.304
Tijucas do Sul,18.279
Toledo,158.620
Tomazina,8.495
Três Barras do Paraná,11.197
Tunas do Paraná,6.302
Tuneiras do Oeste,8.095
Tupãssi,8.204
Turvo,14.443
Ubiratã,25.517
Umuarama,121.972
União da Vitória,56.397
Uniflor,2.121
Uraí,10.407
Wenceslau Braz,19.430
Ventania,9.779
Vera Cruz do Oeste,8.227
Verê,8.051
Alto Paraíso,3.077
Doutor Ulysses,5.773
Virmond,3.842
Vitorino,10.280
Xambrê,5.851
Abdon Batista,2.633
Abelardo Luz,17.736
Agrolândia,11.491
Agronômica,6.394
Água Doce,6.625
Águas de Chapecó,6.128
Águas Frias,2.963
Águas Mornas,7.082
Alfredo Wagner,10.862
Alto Bela Vista,1.860
Anchieta,5.984
Angelina,5.472
Anita Garibaldi,8.367
Anitápolis,3.726
Antônio Carlos,12.118
Apiúna,10.020
Arabutã,4.487
Araquari,50.178
Araranguá,75.597
Armazém,9.188
Arroio Trinta,3.628
Arvoredo,2.600
Ascurra,8.635
Atalanta,3.270
Aurora,7.127
Balneário Arroio do Silva,17.215
Balneário Camboriú,148.758
Balneário Barra do Sul,16.360
Balneário Gaivota,17.306
Bandeirante,3.243
Barra Bonita,1.662
Barra Velha,50.730
Bela Vista do Toldo,5.950
Belmonte,2.709
Benedito Novo,10.738
Biguaçu,82.028
Blumenau,380.597
Bocaina do Sul,3.618
Bombinhas,27.732
Bom Jardim da Serra,4.028
Bom Jesus,2.872
Bom Jesus do Oeste,2.234
Bom Retiro,8.468
Botuverá,5.623
Braço do Norte,35.534
Braço do Trombudo,4.203
Brunópolis,2.466
Brusque,151.949
Caçador,75.998
Caibi,6.431
Calmon,3.513
Camboriú,113.525
Capão Alto,2.647
Campo Alegre,12.815
Campo Belo do Sul,7.342
Campo Erê,9.838
Campos Novos,38.656
Canelinha,13.413
Canoinhas,56.721
Capinzal,24.176
Capivari de Baixo,24.799
Catanduvas,10.938
Caxambu do Sul,4.732
Celso Ramos,2.860
Cerro Negro,3.326
Chapadão do Lageado,3.036
Chapecó,275.959
Cocal do Sul,17.912
Concórdia,85.982
Cordilheira Alta,5.099
Coronel Freitas,10.583
Coronel Martins,2.028
Corupá,15.781
Correia Pinto,16.163
Criciúma,225.281
Cunha Porã,11.208
Cunhataí,2.018
Curitibanos,41.512
Descanso,8.660
Dionísio Cerqueira,15.294
Dona Emma,4.388
Doutor Pedrinho,3.719
Entre Rios,3.525
Ermo,2.349
Erval Velho,5.081
Faxinal dos Guedes,11.486
Flor do Sertão,1.850
Florianópolis,576.361
Formosa do Sul,2.743
Forquilhinha,33.929
Fraiburgo,34.148
Frei Rogério,2.442
Galvão,3.200
Garopaba,32.962
Garuva,19.554
Gaspar,76.982
Governador Celso Ramos,17.920
Grão-Pará,6.397
Gravatal,12.989
Guabiruba,26.082
Guaraciaba,11.040
Guaramirim,49.941
Guarujá do Sul,4.899
Guatambú,9.267
Herval d'Oeste,22.173
Ibiam,2.055
Ibicaré,3.304
Ibirama,20.663
Içara,62.455
Ilhota,18.197
Imaruí,12.127
Imbituba,56.107
Imbuia,6.139
Indaial,76.333
Iomerê,2.953
Ipira,4.635
Iporã do Oeste,9.672
Ipuaçu,8.046
Ipumirim,8.065
Iraceminha,4.005
Irani,10.497
Irati,2.100
Irineópolis,10.437
Itá,7.310
Itaiópolis,22.741
Itajaí,287.289
Itapema,83.330
Itapiranga,17.149
Itapoá,34.546
Ituporanga,28.042
Jaborá,4.435
Jacinto Machado,10.813
Jaguaruna,21.284
Jaraguá do Sul,195.753
Jardinópolis,1.808
Joaçaba,31.509
Joinville,654.888
José Boiteux,6.307
Jupiá,2.675
Lacerdópolis,2.296
Lages,171.609
Laguna,43.992
Lajeado Grande,1.771
Laurentino,8.427
Lauro Müller,14.622
Lebon Régis,11.605
Leoberto Leal,3.381
Lindóia do Sul,4.611
Lontras,13.586
Luiz Alves,12.126
Luzerna,5.931
Macieira,1.800
Mafra,57.023
Major Gercino,3.258
Major Vieira,7.545
Maracajá,8.213
Maravilha,30.155
Marema,2.219
Massaranduba,17.897
Matos Costa,2.795
Meleiro,7.127
Mirim Doce,2.554
Modelo,4.156
Mondaí,10.216
Monte Carlo,9.235
Monte Castelo,7.787
Morro da Fumaça,19.265
Morro Grande,3.085
Navegantes,93.619
Nova Erechim,5.408
Nova Itaberaba,4.648
Nova Trento,14.252
Nova Veneza,13.968
Novo Horizonte,2.670
Orleans,24.474
Otacílio Costa,17.780
Ouro,7.091
Ouro Verde,2.203
Paial,1.992
Painel,2.228
Palhoça,245.477
Palma Sola,7.709
Palmeira,2.640
Palmitos,15.812
Papanduva,19.667
Paraíso,4.376
Passo de Torres,14.284
Passos Maia,4.032
Paulo Lopes,9.661
Pedras Grandes,4.343
Penha,36.124
Peritiba,3.039
Pescaria Brava,10.531
Petrolândia,6.942
Balneário Piçarras,29.725
Pinhalzinho,23.379
Pinheiro Preto,3.598
Piratuba,6.053
Planalto Alegre,3.053
Pomerode,36.392
Ponte Alta,4.430
Ponte Alta do Norte,3.249
Ponte Serrada,10.764
Porto Belo,30.590
Porto União,33.727
Pouso Redondo,17.836
Praia Grande,8.602
Presidente Castello Branco,1.711
Presidente Getúlio,21.293
Presidente Nereu,2.345
Princesa,3.054
Quilombo,11.359
Rancho Queimado,3.435
Rio das Antas,6.386
Rio do Campo,6.613
Rio do Oeste,8.008
Rio dos Cedros,11.163
Rio do Sul,76.390
Rio Fortuna,5.006
Rio Negrinho,40.168
Rio Rufino,2.432
Riqueza,4.835
Rodeio,13.321
Romelândia,4.757
Salete,7.643
Saltinho,3.633
Salto Veloso,4.486
Sangão,13.567
Santa Cecília,15.764
Santa Helena,2.473
Santa Rosa de Lima,2.128
Santa Rosa do Sul,10.288
Santa Terezinha,8.077
Santa Terezinha do Progresso,2.562
Santiago do Sul,1.714
Santo Amaro da Imperatriz,29.392
São Bernardino,2.719
São Bento do Sul,86.851
São Bonifácio,2.986
São Carlos,10.460
São Cristóvão do Sul,6.389
São Domingos,9.356
São Francisco do Sul,55.784
São João do Oeste,6.446
São João Batista,34.733
São João do Itaperiú,4.732
São João do Sul,9.126
São Joaquim,26.852
São José,289.949
São José do Cedro,14.491
São José do Cerrito,8.755
São Lourenço do Oeste,25.770
São Ludgero,14.211
São Martinho,3.501
São Miguel da Boa Vista,1.788
São Miguel do Oeste,46.969
São Pedro de Alcântara,6.076
Saudades,10.680
Schroeder,21.273
Seara,19.241
Serra Alta,3.367
Siderópolis,14.087
Sombrio,31.397
Sul Brasil,2.894
Taió,18.808
Tangará,8.189
Tigrinhos,2.480
Tijucas,56.674
Timbé do Sul,5.495
Timbó,48.903
Timbó Grande,7.503
Três Barras,20.373
Treviso,3.895
Treze de Maio,7.585
Treze Tílias,9.308
Trombudo Central,7.532
Tubarão,115.495
Tunápolis,5.054
Turvo,13.492
União do Oeste,2.801
Urubici,11.048
Urupema,2.735
Urussanga,21.395
Vargeão,3.716
Vargem,2.632
Vargem Bonita,4.615
Vidal Ramos,6.275
Videira,58.299
Vitor Meireles,5.492
Witmarsum,4.451
Xanxerê,54.194
Xavantina,3.627
Xaxim,33.902
Zortéa,4.170
Balneário Rincão,17.226
Aceguá,4.253
Água Santa,4.000
Agudo,16.346
Ajuricaba,6.848
Alecrim,6.228
Alegrete,74.329
Alegria,3.711
Almirante Tamandaré do Sul,2.008
Alpestre,7.243
Alto Alegre,1.837
Alto Feliz,3.143
Alvorada,194.116
Amaral Ferrador,5.394
Ametista do Sul,7.822
André da Rocha,1.157
Anta Gorda,6.080
Antônio Prado,13.328
Arambaré,4.211
Araricá,8.794
Aratiba,6.618
Arroio do Meio,22.490
Arroio do Sal,11.384
Arroio do Padre,2.651
Arroio dos Ratos,14.923
Arroio do Tigre,12.296
Arroio Grande,17.887
Arvorezinha,10.545
Augusto Pestana,7.302
Áurea,3.460
Bagé,121.900
Balneário Pinhal,15.371
Barão,6.489
Barão de Cotegipe,7.313
Barão do Triunfo,5.983
Barracão,4.920
Barra do Guarita,3.230
Barra do Quaraí,4.337
Barra do Ribeiro,12.475
Barra do Rio Azul,1.724
Barra Funda,2.555
Barros Cassal,9.442
Benjamin Constant do Sul,2.120
Bento Gonçalves,127.775
Boa Vista das Missões,1.969
Boa Vista do Buricá,7.125
Boa Vista do Cadeado,2.271
Boa Vista do Incra,2.315
Boa Vista do Sul,2.815
Bom Jesus,11.431
Bom Princípio,13.650
Bom Progresso,2.134
Bom Retiro do Sul,12.578
Boqueirão do Leão,6.215
Bossoroca,5.988
Bozano,2.195
Braga,3.326
Brochier,5.079
Butiá,19.433
Caçapava do Sul,33.508
Cacequi,11.324
Cachoeira do Sul,82.250
Cachoeirinha,141.303
Cacique Doble,4.694
Caibaté,4.797
Caiçara,4.933
Camaquã,63.959
Camargo,3.056
Cambará do Sul,6.492
Campestre da Serra,3.311
Campina das Missões,6.001
Campinas do Sul,5.390
Campo Bom,64.704
Campo Novo,5.068
Campos Borges,3.693
Candelária,29.783
Cândido Godói,6.421
Candiota,10.992
Canela,50.613
Canguçu,50.998
Canoas,359.554
Canudos do Vale,1.687
Capão Bonito do Sul,1.769
Capão da Canoa,66.012
Capão do Cipó,3.186
Capão do Leão,27.389
Capivari do Sul,4.079
Capela de Santana,11.416
Capitão,2.991
Carazinho,63.638
Caraá,7.553
Carlos Barbosa,31.528
Carlos Gomes,1.387
Casca,9.689
Caseiros,3.064
Catuípe,8.840
Caxias do Sul,479.256
Centenário,2.779
Cerrito,5.915
Cerro Branco,3.865
Cerro Grande,2.429
Cerro Grande do Sul,9.343
Cerro Largo,14.009
Chapada,9.748
Charqueadas,36.109
Charrua,2.807
Chiapetta,3.992
Chuí,6.405
Chuvisca,4.686
Cidreira,17.538
Ciríaco,4.215
Colinas,2.474
Colorado,3.319
Condor,6.539
Constantina,10.623
Coqueiro Baixo,1.311
Coqueiros do Sul,2.251
Coronel Barros,2.892
Coronel Bicaco,6.230
Coronel Pilar,1.638
Cotiporã,3.926
Coxilha,2.719
Crissiumal,13.127
Cristal,7.454
Cristal do Sul,2.746
Cruz Alta,60.486
Cruzaltense,1.655
Cruzeiro do Sul,12.571
David Canabarro,4.403
Derrubadas,2.797
Dezesseis de Novembro,2.544
Dilermando de Aguiar,2.859
Dois Irmãos,31.769
Dois Irmãos das Missões,2.133
Dois Lajeados,3.158
Dom Feliciano,13.291
Dom Pedro de Alcântara,2.617
Dom Pedrito,38.094
Dona Francisca,3.136
Doutor Maurício Cardoso,4.542
Doutor Ricardo,1.925
Eldorado do Sul,40.954
Encantado,23.494
Encruzilhada do Sul,24.280
Engenho Velho,1.317
Entre-Ijuís,9.364
Entre Rios do Sul,2.731
Erebango,3.121
Erechim,109.497
